Quebra;Quebra2;C�digo;Descri��o;Quantidade;Faturamento;Pre�o m�dio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participa��o;Acumulado;Classifica��o;ICMS ST;Fecop ST
"";;00000000004258;RECHEIO CREMOSO DE GOIABA FORNEAVEL AUREA 25KG;5,000;164,50;32,90;138,25;0,00;0,00;26,25;15,96;18,99;0,00;0,74;;;
"";;00000000002431;CORANTE SOFT GEL FLEX ROSE 25G FLEX FEST;5,000;21,45;4,29;16,55;0,00;0,00;4,90;22,84;29,61;0,00;0,74;;;
"";;00000000004238;CAIXA PARA 6 CUPCAKES TAMPA + BER�O;5,000;21,45;4,29;18,60;0,00;0,00;2,85;13,29;15,32;0,00;0,74;;;
"";;00000000006032;CEREJA EM CALDA SEM TALO MARIZA 100G;5,000;75,47;15,09;51,50;0,00;0,00;23,97;31,76;46,54;0,00;0,74;;;
"";;00000000006115;MINI PIZZA MUSSARELA DELICIA MINEIRA 400G;5,000;69,50;13,90;60,00;0,00;0,00;9,50;13,67;15,83;0,00;0,75;;;
"";;00000000006244;NATA C/ SAL CARAUBA 200G;5,000;45,50;9,10;19,50;0,00;0,00;26,00;57,14;133,33;0,00;0,75;;;
"";;00000000003631;GLITTER HOLOGRAFICO PRETO FLEX FEST 5G;5,000;39,90;7,98;26,95;0,00;0,00;12,95;32,46;48,05;0,00;0,75;;;
"";;00000000006037;CHICLETE BRINQ TATTOO TUTTI-FRUTTI TOFFANO 350G;5,000;42,45;8,49;34,55;0,00;0,00;7,90;18,61;22,87;0,00;0,75;;;
"";;00000000002422;SOLU�AO ALCOOLICA FLEX FEST 50ML;5,000;23,45;4,69;18,40;0,00;0,00;5,05;21,54;27,45;0,00;0,75;;;
"";;00000000002084;FITA ADESIVA 45X45M EUROCEL;5,000;19,95;3,99;12,95;0,00;0,00;7,00;35,09;54,05;0,00;0,75;;;
"";;00000000003679;CANUDO PAPEL ESTRELINHAS BRANCO E VERMELHO  C/ 12 UND;5,000;12,45;2,49;7,30;0,00;0,00;5,15;41,37;70,55;0,00;0,75;;;
"";;00000000005615;LUVAS LATEX TAM. M BOMPACK C/ PO C/100;5,000;139,95;27,99;122,50;0,00;0,00;17,45;12,47;14,24;0,00;0,76;;;
"";;00000000005063;DESODORANTE REXONA ACTIVE EMOTION 72H 150ML;5,000;69,50;13,90;59,80;0,00;0,00;9,70;13,96;16,22;0,00;0,76;;;
"";;00000000003711;SABONETE LIQUIDO LIMPEBEM ROYAK GOLD 1L;5,000;41,95;8,39;34,95;0,00;0,00;7,00;16,69;20,03;0,00;0,76;;;
"";;00000000003713;SABONETE LIQUIDO LIMPEBEM PLUMAS DE ALGODAO  1L;5,000;40,35;8,07;30,95;0,00;0,00;9,40;23,30;30,37;0,00;0,76;;;
"";;00000000003838;MOLHO BARBECUE EKMA 35KG;6,000;239,40;39,90;214,38;0,00;0,00;25,02;10,45;11,67;0,00;0,76;;;
"";;00000000002150;SABAO EM PASTA NEUTRO ASSOLAN YPE 500G;6,000;58,20;9,70;45,00;0,00;0,00;13,20;22,68;29,33;0,00;0,77;;;
"";;00000000006005;SABONETE LIQUIDO DERMACREAM LOVE AND CARE 250ML+ SAB LIQ 60ML;6,000;101,94;16,99;82,02;0,00;0,00;19,92;19,54;24,29;0,00;0,77;;;
"";;00000000005056;SUCO DEL VALLE FRUTAS CITRICAS 15L;6,000;39,00;6,50;31,44;0,00;0,00;7,56;19,38;24,05;0,00;0,77;;;
"";;00000000006166;GEL DENTAL FLUOR LIQUIFRESH ICE CLOSEUP 100G;6,000;47,40;7,90;34,92;0,00;0,00;12,48;26,33;35,74;0,00;0,77;;;
"";;00000000003869;LIMPADOR PERFUMADO UAU REQUINTE 500ML;6,000;34,50;5,75;23,86;0,00;0,00;10,64;30,84;44,59;0,00;0,77;;;
"";;00000000002742;REFRIGERANTE GUARANA ANTARTICA 2L;6,000;53,94;8,99;40,50;0,00;0,00;13,44;24,92;33,19;0,00;0,77;;;
"";;00000000006096;BORRACHA MERCUR TR BIG;6,000;23,94;3,99;19,26;0,00;0,00;4,68;19,55;24,30;0,00;0,78;;;
"";;00000000000324;BEIJINHO AUREA 950G;6,000;149,94;24,99;121,62;0,00;0,00;28,32;18,89;23,29;0,00;0,78;;;
"";;00000000000329;BRIGADEIRO LEITINHO ALISPEC 950G;6,000;137,40;22,90;104,76;0,00;0,00;32,64;23,76;31,16;0,00;0,78;;;
"";;00000000001686;CANUDO PAPEL BRANCO C/ 12 UND;6,000;14,94;2,49;12,42;0,00;0,00;2,52;16,87;20,29;0,00;0,78;;;
"";;00000000005787;COCO RALADO QUEIMADO ADELCOCO 100G;6,000;47,94;7,99;37,50;0,00;0,00;10,44;21,78;27,84;0,00;0,78;;;
"";;00000000001745;KIT LASANHA DE ALUMINIO M D7;6,000;44,94;7,49;36,60;0,00;0,00;8,34;18,56;22,79;0,00;0,79;;;
"";;00000000005931;FEIJAO DE CORDA REALEZA 1KG;6,000;29,94;4,99;0,00;0,00;0,00;29,94;100,00;0,00;0,00;0,79;;;
"";;00000000003917;FORMINHA AZUL ESCURO N5 PLAC C/ 100 UND;6,000;11,94;1,99;7,92;0,00;0,00;4,02;33,67;50,76;0,00;0,79;;;
"";;00000000006092;BATERIA MAXPRINT ALCALINA LR44 C/2;6,000;4,80;0,80;3,00;0,00;0,00;1,80;37,50;60,00;0,00;0,79;;;
"";;00000000004563;GELATINA EM PO SEM SABOR GRAN FINALE 24G FLEISCHAMANN;6,000;41,94;6,99;31,50;0,00;0,00;10,44;24,89;33,14;0,00;0,79;;;
"";;00000000002272;GLITTER AZUL FLEX FEST 5G;6,000;53,40;8,90;41,46;0,00;0,00;11,94;22,36;28,80;0,00;0,80;;;
"";;00000000006161;KETCHUP HEMMER TRADICIONAL 1KG;6,000;101,40;16,90;79,38;0,00;0,00;22,02;21,72;27,74;0,00;0,80;;;
"";;00000000005693;COBERTURA BEIJOS FINI 1KG;6,000;185,40;30,90;0,00;0,00;0,00;185,40;100,00;0,00;0,00;0,80;;;
"";;00000000002264;WAFER AO LEITE  HERSHEYS 102G;6,000;41,40;6,90;32,04;0,00;0,00;9,36;22,61;29,21;0,00;0,80;;;
"";;00000000003988;UNHEX FOR MEN MERHEJE;6,000;23,40;3,90;18,00;0,00;0,00;5,40;23,08;30,00;0,00;0,80;;;
"";;00000000001300;PIMENTA BIQUINHO QUALLY SELECTA 2KG;6,000;485,40;80,90;378,63;0,00;0,00;106,77;22,00;28,20;0,00;0,81;;;
"";;00000000002411;PO PARA DECORACAO MAGENTA FLEX FEST 3G;6,000;53,40;8,90;41,46;0,00;0,00;11,94;22,36;28,80;0,00;0,81;;;
"";;00000000001925;LIMPADOR PERFUMADO UAU BRISA E FRESCOR 500ML;6,000;34,88;5,81;26,76;0,00;0,00;8,12;23,28;30,34;0,00;0,81;;;
"";;00000000003980;PROTETOR DIARIO C/80 UNID MODESS;6,000;83,40;13,90;72,90;0,00;0,00;10,50;12,59;14,40;0,00;0,81;;;
"";;00000000005703;CEREAL CROCANTE MESCLADO MAVALERIO 500G;6,000;112,83;18,80;95,94;0,00;0,00;16,89;14,97;17,60;0,00;0,81;;;
"";;00000000003601;ESPATULA DECORATIVA 1620;6,000;35,94;5,99;26,28;0,00;0,00;9,66;26,88;36,76;0,00;0,82;;;
"";;00000000003976;OLEO CORPORAL 24H AVELA PAIXAO 100ML;6,000;71,40;11,90;54,27;0,00;0,00;17,13;23,99;31,56;0,00;0,82;;;
"";;00000000005574;SACO DE LIXO FINO 200L DONAPACK C/100;6,000;154,70;25,78;120,00;0,00;0,00;34,70;22,43;28,92;0,00;0,82;;;
"";;00000000006249;DOCE BEIJO DE MOCA VIEIRA 23G;6,000;11,94;1,99;8,52;0,00;0,00;3,42;28,64;40,14;0,00;0,82;;;
"";;00000000001285;LIMPADOR PERFUMADO UAU ROSAS E SEDUCAO 3L;6,000;195,00;32,50;169,86;0,00;0,00;25,14;12,89;14,80;0,00;0,82;;;
"";;00000000001930;LUSTRA MOVEIS UAU ROSA E SEDU�AO 200ML;6,000;41,94;6,99;39,18;0,00;0,00;2,76;6,58;7,04;0,00;0,83;;;
"";;00000000001104;TEMPERO DA CASA ALHO E SAL 250G;6,000;14,94;2,49;11,40;0,00;0,00;3,54;23,69;31,05;0,00;0,83;;;
"";;00000000002248;BASE P/ DOCE ROSA NUDE EMPORIO BOX 35MM;6,000;11,94;1,99;7,50;0,00;0,00;4,44;37,19;59,20;0,00;0,83;;;
"";;00000000001181;LIMPADOR PERFUMADO UAU NATUREZA E HARMONIA 1L PROMOCIONAL;6,000;56,94;9,49;43,62;0,00;0,00;13,32;23,39;30,54;0,00;0,83;;;
"";;00000000003968;DESODORANTE MONANGE SPRAY INVISIVEL 72H 150ML;6,000;53,94;8,99;42,66;0,00;0,00;11,28;20,91;26,44;0,00;0,83;;;
"";;00000000005980;MASSA PARA BOLO AIPIM BRANDINI 400G;6,000;33,00;5,50;24,84;0,00;0,00;8,16;24,73;32,85;0,00;0,83;;;
"";;00000000004269;PA�OQUINHA AMORICO EM ROLHA C/56 UND 780G;6,000;86,94;14,49;67,98;0,00;0,00;18,96;21,81;27,89;0,00;0,84;;;
"";;00000000003710;SABONETE LIQUIDO LIMPEBEM PETALAS DE FLORES 1L;6,000;48,74;8,12;37,94;0,00;0,00;10,80;22,16;28,47;0,00;0,84;;;
"";;00000000002992;FORMINHA AZUL ESCURO PLAC N6 C/ 100 UND;6,000;10,74;1,79;6,66;0,00;0,00;4,08;37,99;61,26;0,00;0,84;;;
"";;00000000002035;CREME CORPO DOURADO LISO DE ARRASAR 1KG;6,000;59,94;9,99;49,50;0,00;0,00;10,44;17,42;21,09;0,00;0,84;;;
"";;00000000006173;KETCHUP HEINZ 567G;6,000;101,40;16,90;81,42;0,00;0,00;19,98;19,70;24,54;0,00;0,84;;;
"";;00000000004494;FITA ADESIVA DUREX 45X100M KORETECH;6,000;29,94;4,99;24,00;0,00;0,00;5,94;19,84;24,75;0,00;0,85;;;
"";;00000000000788;MOLHO DE PIMENTA CREMOSO EXTRA FORTE 190G TEMPERO DA CASA;6,000;35,94;5,99;29,40;0,00;0,00;6,54;18,20;22,24;0,00;0,85;;;
"";;00000000003365;PALITO PARA PIRULITO TAM M  TRANSPARENTE PORTO FORMAS;6,000;29,94;4,99;25,14;0,00;0,00;4,80;16,03;19,09;0,00;0,85;;;
"";;00000000001697;CANUDO PAPEL AZUL CLARO C/ 12 UND;6,000;14,94;2,49;12,21;0,00;0,00;2,73;18,27;22,36;0,00;0,85;;;
"";;00000000006212;A�AFRAO COMERCIAL MULTIGRAOS 500G;6,000;44,94;7,49;0,00;0,00;0,00;44,94;100,00;0,00;0,00;0,85;;;
"";;00000000001043;MACARRAO PARA YAKISSOBA 1KG;6,000;172,14;28,69;136,36;0,00;0,00;35,78;20,79;26,24;0,00;0,86;;;
"";;00000000006148;REFOGADO ALHO E CEBOLA 1KG;6,000;107,94;17,99;84,60;0,00;0,00;23,34;21,62;27,59;0,00;0,86;;;
"";;00000000001115;TEMPERO SAZON LEGUMES E ARROZ 900G;6,000;239,40;39,90;169,20;0,00;0,00;70,20;29,32;41,49;0,00;0,86;;;
"";;00000000002038;SHAMPOO SEDA PRETOS LUMINOSOS 325ML;6,000;71,94;11,99;56,64;0,00;0,00;15,30;21,27;27,01;0,00;0,86;;;
"";;00000000003366;PALITO PARA PIRULITO TAM P  TRANSPARENTE PORTO FORMAS;6,000;17,94;2,99;14,22;0,00;0,00;3,72;20,74;26,16;0,00;0,86;;;
"";;00000000005310;LIMPADOR DE LINGUA POWERDENT;6,000;29,40;4,90;19,98;0,00;0,00;9,42;32,04;47,15;0,00;0,87;;;
"";;00000000004792;ROSQUINHA MABEL CHOCOLATE 300G;6,000;30,54;5,09;24,54;0,00;0,00;6,00;19,65;24,45;0,00;0,87;;;
"";;00000000004142;FORMA DE CUPCAKE PRETO PLAC  C/45;6,000;41,94;6,99;33,12;0,00;0,00;8,82;21,03;26,63;0,00;0,87;;;
"";;00000000005802;OLEO CAPILAR FATTORE COCO E ABACATE 100ML;6,000;53,94;8,99;44,22;0,00;0,00;9,72;18,02;21,98;0,00;0,87;;;
"";;00000000003443;MULTIUSO UAU FLORES E FRESCOR 500ML;6,000;29,94;4,99;24,48;0,00;0,00;5,46;18,24;22,30;0,00;0,87;;;
"";;00000000000928;ACIDO MURIATICO LIMPA FACIL 1L;6,000;23,34;3,89;17,94;0,00;0,00;5,40;23,14;30,10;0,00;0,88;;;
"";;00000000001790;AGUA CRYSTAL 500ML;6,000;10,74;1,79;8,10;0,00;0,00;2,64;24,58;32,59;0,00;0,88;;;
"";;00000000005362;MACARRAO PARAFUSO SEMOLA  BRANDINI 500G;6,000;29,94;4,99;22,74;0,00;0,00;7,20;24,05;31,66;0,00;0,88;;;
"";;00000000001565;GRANULE MELKEN CHOCOLATE BRANCO;6,000;203,40;33,90;174,66;0,00;0,00;28,74;14,13;16,45;0,00;0,88;;;
"";;00000000001102;TEMPERO DA CASA COMPLETO S/ PIMENTA 1KG;6,000;48,46;8,08;36,00;0,00;0,00;12,46;25,71;34,61;0,00;0,88;;;
"";;00000000006043;CAIXA DE BOMBOM DE CHOCOLATE COM CEREJA MONTEVERGINE 55G;6,000;38,94;6,49;30,90;0,00;0,00;8,04;20,65;26,02;0,00;0,89;;;
"";;00000000006116;MINI PIZZA MISTA DELICIA MINEIRA 400G;6,000;83,40;13,90;72,00;0,00;0,00;11,40;13,67;15,83;0,00;0,89;;;
"";;00000000006233;DETERGENTE LAVA LOUCAS NEUTRO LIMPEBEM 2L;6,000;39,00;6,50;29,70;0,00;0,00;9,30;23,85;31,31;0,00;0,89;;;
"";;00000000006140;FILME PVC GUARUFILME 28X300 C/TRILHO;6,000;215,40;35,90;180,00;0,00;0,00;35,40;16,43;19,67;0,00;0,89;;;
"";;00000000005043;MOLHO BARBECUE AUREA 200G;6,000;32,94;5,49;27,48;0,00;0,00;5,46;16,58;19,87;0,00;0,89;;;
"";;00000000005793;MINI MINHOCAS BRILHO FINI 15G;6,000;5,94;0,99;4,98;0,00;0,00;0,96;16,16;19,28;0,00;0,90;;;
"";;00000000003052;CAIXA DE BOMBOM DE CHOCOLATE AO LEITE COM RECHEIO DE TRUFAS MONTEVERGINE 55G;6,000;38,94;6,49;30,90;0,00;0,00;8,04;20,65;26,02;0,00;0,90;;;
"";;00000000005993;CURATIVO NATHY CARE TRANSPARENTES C/10;6,000;17,94;2,99;11,58;0,00;0,00;6,36;35,45;54,92;0,00;0,90;;;
"";;00000000000995;MOSTARDA EKMA 33KG;6,000;161,40;26,90;138,24;0,00;0,00;23,16;14,35;16,75;0,00;0,90;;;
"";;00000000001417;BASE P/ DOCE VERDE ESCURO EMPORIO BOX 35MM;6,000;12,07;2,01;9,00;0,00;0,00;3,07;25,43;34,11;0,00;0,90;;;
"";;00000000000276;GLITTER PEROLA 25G FLEX FEST;6,000;143,40;23,90;120,24;0,00;0,00;23,16;16,15;19,26;0,00;0,90;;;
"";;00000000000277;GLITTER LILAS FLEX FEST 5G;6,000;53,40;8,90;41,46;0,00;0,00;11,94;22,36;28,80;0,00;0,91;;;
"";;00000000002091;GRAMPEADOR BRW PARA 20 FOLHAS;6,000;67,40;11,23;52,44;0,00;0,00;14,96;22,20;28,53;0,00;0,91;;;
"";;00000000004385;CREME CORPO DOURADO MELANCIA 2 EM 1 1KG;6,000;59,94;9,99;49,50;0,00;0,00;10,44;17,42;21,09;0,00;0,91;;;
"";;00000000004726;TALCO BARLA 80G;6,000;38,94;6,49;30,72;0,00;0,00;8,22;21,11;26,76;0,00;0,91;;;
"";;00000000003303;VENENO SBP INSETICIDA AEROSOL 380ML TRADICIONAL PROMOCIONAL;6,000;89,40;14,90;83,40;0,00;0,00;6,00;6,71;7,19;0,00;0,91;;;
"";;00000000002066;PANO MULTIUSO INOVEN 50 UN 28X50 VERDE;6,000;95,94;15,99;69,00;0,00;0,00;26,94;28,08;39,04;0,00;0,92;;;
"";;00000000000991;MOLHO QUERO PARMEGIANA 300G SACHE;6,000;16,14;2,69;12,00;0,00;0,00;4,14;25,65;34,50;0,00;0,92;;;
"";;00000000005629;SAL GROSSO CHURRASCO MARIZA 500G;6,000;11,88;1,98;9,12;0,00;0,00;2,76;23,23;30,26;0,00;0,92;;;
"";;00000000000902;ABSORVENTE SEMPRE LIVRES C/ABAS C/8;6,000;23,80;3,97;18,59;0,00;0,00;5,21;21,89;28,03;0,00;0,92;;;
"";;00000000004176;LAVA ROUPAS LIQUIDO COCO MINUANO 500ML;6,000;47,94;7,99;37,80;0,00;0,00;10,14;21,15;26,83;0,00;0,92;;;
"";;00000000004971;KIT MAXTON TINTURA CREME MARSALA 5.26 60G;6,000;47,94;7,99;68,82;0,00;0,00;-20,88;-43,55;-30,34;0,00;0,93;;;
"";;00000000005144;BALAO LISO TOP 6.5 ROSA FORTE PIC PIC 50 UN;6,000;32,69;5,45;21,30;0,00;0,00;11,39;34,84;53,47;0,00;0,93;;;
"";;00000000005650;ESSENCIA MORANGO 30ML MARIZA;6,000;17,94;2,99;14,04;0,00;0,00;3,90;21,74;27,78;0,00;0,93;;;
"";;00000000005950;MASHMALLOW MILHOWS FINI 80G;6,000;35,94;5,99;29,10;0,00;0,00;6,84;19,03;23,51;0,00;0,93;;;
"";;00000000005649;ESSENCIA MARACUJA 30ML MARIZA;6,000;17,94;2,99;14,04;0,00;0,00;3,90;21,74;27,78;0,00;0,93;;;
"";;00000000000643;PAO BOLAO C/6 GERGELIM 500G PAO BOM;6,000;41,94;6,99;33,00;0,00;0,00;8,94;21,32;27,09;0,00;0,94;;;
"";;00000000002751;LEITE CONDENSADO  SEMIDESNATADO CAMPONESA 395G;6,000;41,40;6,90;36,06;0,00;0,00;5,34;12,90;14,81;0,00;0,94;;;
"";;00000000004675;PORTA GUARDANAPO PARA MESA BRANCO;6,000;51,00;8,50;42,66;0,00;0,00;8,34;16,35;19,55;0,00;0,94;;;
"";;00000000003584;GLUCOSE EM PO 40G FLEX FEST;6,000;23,94;3,99;19,62;0,00;0,00;4,32;18,05;22,02;0,00;0,94;;;
"";;00000000006129;SACOLA KRAFT LISA C/ALCA P EMBALAGENS PAULISTA;6,000;95,40;15,90;76,44;0,00;0,00;18,96;19,87;24,80;0,00;0,94;;;
"";;00000000004894;ABSORVENTE NOTURNO CLIN OFF C/ABAS L8P7;6,000;29,94;4,99;22,86;0,00;0,00;7,08;23,65;30,97;0,00;0,95;;;
"";;00000000004634;ARROZ BOM NO PRATO PARBOILIZADO 1KG;6,000;31,74;5,29;31,32;0,00;0,00;0,42;1,32;1,34;0,00;0,95;;;
"";;00000000004114;SABONETE LIQUIDO BIOMATIKA BABY GLICERINADO 210ML;6,000;71,94;11,99;60,43;0,00;0,00;11,51;16,00;19,05;0,00;0,95;;;
"";;00000000006101;POLI TRANSPARENTE 15X29CM CROMUS C/ 50 UND;6,000;53,40;8,90;37,38;0,00;0,00;16,02;30,00;42,86;0,00;0,95;;;
"";;00000000005241;SABONETE COMPLETE 12 PROTEX 85G;6,000;17,94;2,99;13,38;0,00;0,00;4,56;25,42;34,08;0,00;0,95;;;
"";;00000000003587;CREMOR DE TARTARO 50G FLEX FEST;6,000;29,94;4,99;19,44;0,00;0,00;10,50;35,07;54,01;0,00;0,96;;;
"";;00000000005754;MOLHO DE TOMATE QUERO MANJERICAO 240G SACHE;7,000;20,93;2,99;15,61;0,00;0,00;5,32;25,42;34,08;0,00;0,96;;;
"";;00000000006221;AMACIANTE DE ROUPAS DOWNY REFIL BRISA DE VERAO 400ML;7,000;68,95;9,85;53,06;0,00;0,00;15,89;23,05;29,95;0,00;0,96;;;
"";;00000000006215;FARINHA PANKO FA�A RAPIDO 1KG;7,000;125,30;17,90;105,21;0,00;0,00;20,09;16,03;19,10;0,00;0,96;;;
"";;00000000001683;QUENTINHA ALUMINIO TAKENTE TK-185 COM 100 UND K08;7,000;265,30;37,90;238,00;0,00;0,00;27,30;10,29;11,47;0,00;0,96;;;
"";;00000000005796;MINI TUBES UVA AZEDINHO FINI 15G;7,000;6,93;0,99;5,81;0,00;0,00;1,12;16,16;19,28;0,00;0,97;;;
"";;00000000005799;FITA DUPLA FACE TEK BOND FIXA TUDO 12X2M;7,000;90,30;12,90;74,97;0,00;0,00;15,33;16,98;20,45;0,00;0,97;;;
"";;00000000005844;QUENTINHA ALUMINIO B05 BOREDA C/100;7,000;241,30;34,47;185,00;0,00;0,00;56,30;23,33;30,43;0,00;0,97;;;
"";;00000000004881;MINI COPO DOCE 25ML STRAWPLAST VERDE NEON C/10;7,000;11,13;1,59;8,40;0,00;0,00;2,73;24,53;32,50;0,00;0,97;;;
"";;00000000001404;BASE P/ DOCE PINK CANCUN EMPORIO BOX 35MM;7,000;13,93;1,99;8,75;0,00;0,00;5,18;37,19;59,20;0,00;0,98;;;
"";;00000000004794;TEMPERO FRANGO CHEF NOBRE 500ML;7,000;30,03;4,29;23,10;0,00;0,00;6,93;23,08;30,00;0,00;0,98;;;
"";;00000000005744;GELEIA DE FRAMBOESA MARIZA 270G;7,000;76,30;10,90;60,20;0,00;0,00;16,10;21,10;26,74;0,00;0,98;;;
"";;00000000001777;KETCHUP HEINZ PICLES 397G;7,000;104,93;14,99;78,56;0,00;0,00;26,37;25,13;33,57;0,00;0,98;;;
"";;00000000000262;PO PARA DECORACAO ROSE GOLD FLEX FEST 3G;7,000;59,43;8,49;48,37;0,00;0,00;11,06;18,61;22,87;0,00;0,98;;;
"";;00000000005224;LUVA DE VINIL COM NITRILO PRETA TAM. M INOVEN C/100 S/PO;7,000;195,93;27,99;171,50;0,00;0,00;24,43;12,47;14,24;0,00;0,99;;;
"";;00000000004761;GELEIA DE ABACAXI COM PIMENTA MARIZA 270G;7,000;83,30;11,90;62,58;0,00;0,00;20,72;24,87;33,11;0,00;0,99;;;
"";;00000000005238;SABONETE PROTEX CREAM 85G;7,000;20,93;2,99;15,61;0,00;0,00;5,32;25,42;34,08;0,00;0,99;;;
"";;00000000006170;SABAO EM PO ALA 5 EM 1 LIMAO E BICARBONATO 400G;7,000;27,93;3,99;20,23;0,00;0,00;7,70;27,57;38,06;0,00;0,99;;;
"";;00000000004689;FLOR FINI MARSHMALLOW 80G;7,000;41,93;5,99;33,95;0,00;0,00;7,98;19,03;23,51;0,00;1,00;;;
"";;00000000001377;FINI TUBES UVA 15G;7,000;6,93;0,99;5,81;0,00;0,00;1,12;16,16;19,28;0,00;1,00;;;
"";;00000000004630;WHISKY OLD PARR 12 ANOS 1L;7,000;979,30;139,90;825,93;0,00;0,00;153,37;15,66;18,57;0,00;1,00;;;
"";;00000000000333;DOCE DE LEITE ITAMBE 395G;7,000;55,30;7,90;39,90;0,00;0,00;15,40;27,85;38,60;0,00;1,00;;;
"";;00000000006162;MAIONESE HEMMER TRADICIONAL 290G;7,000;62,93;8,99;54,29;0,00;0,00;8,64;13,73;15,91;0,00;1,00;;;
"";;00000000004510;ROLINHO DE ACETATO 8X200 PORTO FORMAS;7,000;25,13;3,59;15,82;0,00;0,00;9,31;37,05;58,85;0,00;1,01;;;
"";;00000000000462;MOLHO PIMENTA CREMOSO AO LEITE 190G TEMPERO DA CASA;7,000;41,93;5,99;34,30;0,00;0,00;7,63;18,20;22,24;0,00;1,01;;;
"";;00000000004427;CORANTE ARCOLOR AMARELO 10ML;7,000;28,19;4,03;21,00;0,00;0,00;7,19;25,51;34,24;0,00;1,01;;;
"";;00000000006139;KIT POTE E TAMPA REDONDO 500ML ULTRA PP C/25;7,000;91,78;13,11;73,50;0,00;0,00;18,28;19,92;24,87;0,00;1,01;;;
"";;00000000005733;RECHEIO LEITE NINHO NESTLE PROFISSIONAL  261KG;7,000;956,44;136,63;860,16;0,00;0,00;96,28;10,07;11,19;0,00;1,02;;;
"";;00000000000156;BARRA DE CHOCOLATE COBERTURA MEIO AMARGO SALWARE 101KG;7,000;185,93;26,56;158,90;0,00;0,00;27,03;14,54;17,01;0,00;1,02;;;
"";;00000000000542;GRANOLA COM CHOCOLATE SABOR DA TERRA 1KG;7,000;108,93;15,56;84,00;0,00;0,00;24,93;22,89;29,68;0,00;1,02;;;
"";;00000000004304;TESOURA BRW 13CM;7,000;20,93;2,99;13,51;0,00;0,00;7,42;35,45;54,92;0,00;1,02;;;
"";;00000000004274;PIRULITO CHERRY POP 700G;7,000;104,93;14,99;83,23;0,00;0,00;21,70;20,68;26,07;0,00;1,03;;;
"";;00000000005347;CAIXA DE TORTA 30X19 KRAFT UN;7,000;62,30;8,90;47,46;0,00;0,00;14,84;23,82;31,27;0,00;1,03;;;
"";;00000000004214;ARROZ INTEGRAL CAMIL 1KG;7,000;45,43;6,49;34,30;0,00;0,00;11,13;24,50;32,45;0,00;1,03;;;
"";;00000000004172;DESINFETANTE LAVANDA PINHO TROP 500ML;7,000;27,93;3,99;21,35;0,00;0,00;6,58;23,56;30,82;0,00;1,03;;;
"";;00000000002075;BORRACHA MERCUR RECORD 60;7,000;4,83;0,69;2,73;0,00;0,00;2,10;43,48;76,92;0,00;1,03;;;
"";;00000000005911;GUARANA EM PO 1KG MULTIGRAOS;7,000;293,30;41,90;266,00;0,00;0,00;27,30;9,31;10,26;0,00;1,04;;;
"";;00000000006106;CANETA CIS NEXT COLORS VERMELHO  0.7MM;7,000;6,79;0,97;0,00;0,00;0,00;6,79;100,00;0,00;0,00;1,04;;;
"";;00000000000146;EXTRATO DE ALHO CHEF NOBRE 300G;7,000;24,43;3,49;19,88;0,00;0,00;4,55;18,62;22,89;0,00;1,04;;;
"";;00000000005608;CREME CORPO DOURADO MORANGO 1KG;7,000;69,93;9,99;57,75;0,00;0,00;12,18;17,42;21,09;0,00;1,04;;;
"";;00000000004022;SABONETE CREME CARE NIVEA 90G;7,000;27,43;3,92;23,10;0,00;0,00;4,33;15,79;18,74;0,00;1,05;;;
"";;00000000003992;PIN�A MERHEJE;7,000;13,93;1,99;7,07;0,00;0,00;6,86;49,25;97,03;0,00;1,05;;;
"";;00000000005597;ABSORVENTE SEMPRE LIVRE SUAVE C/ABAS C/16;7,000;55,93;7,99;41,55;0,00;0,00;14,38;25,71;34,61;0,00;1,05;;;
"";;00000000002245;BASE P/ DOCE DOURADO EMPORIO BOX 35MM;7,000;20,93;2,99;14,70;0,00;0,00;6,23;29,77;42,38;0,00;1,05;;;
"";;00000000002246;BASE P/ DOCE ROXO MEDIO EMPORIO BOX 35MM;7,000;13,93;1,99;8,75;0,00;0,00;5,18;37,19;59,20;0,00;1,05;;;
"";;00000000003969;DESODORANTE MONANGE SPRAY PROTECAO SECA 72H 150ML;7,000;55,93;7,99;49,77;0,00;0,00;6,16;11,01;12,38;0,00;1,06;;;
"";;00000000003967;DESODORANTE MONANGE SPRAY HIDRATACAO INTENSIVA 72H 150ML;7,000;62,93;8,99;49,77;0,00;0,00;13,16;20,91;26,44;0,00;1,06;;;
"";;00000000001627;POTE 350 ML PLASZOM;7,000;90,30;12,90;67,90;0,00;0,00;22,40;24,81;32,99;0,00;1,06;;;
"";;00000000005764;SKAFE ANTIQUEDA CONCETRADO CAPILAR 10ML;7,000;13,93;1,99;9,99;0,00;0,00;3,94;28,28;39,44;0,00;1,06;;;
"";;00000000002282;GLITTER VERDE 5G FLEX FEST;7,000;62,30;8,90;48,37;0,00;0,00;13,93;22,36;28,80;0,00;1,07;;;
"";;00000000003841;MASSA LASANHA FORTALEZA COM OVOS 500G;7,000;83,93;11,99;64,47;0,00;0,00;19,46;23,19;30,18;0,00;1,07;;;
"";;00000000005940;VINAGRE DE FRUTA PLAMEIRON 500ML;7,000;24,50;3,50;16,45;0,00;0,00;8,05;32,86;48,94;0,00;1,07;;;
